	micron		mJy	mJy	flag		
	1.2		33.5	1.7	0
	1.6		71.6	3.6	0
	2.2		152.0	7.6	0
	3.1 		278 	42	0
   	8.7		1079	108	0
	10.3		936	94	0
	11.6		1465	146	0
